county_name,race_description,cand_name,precinct_code,cand_tot_votes
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230003,36
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,230004,84
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230004,12
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,230006,45
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230006,6
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,230007,253
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230007,17
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,230008,239
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230008,15
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,230009,83
ELLIS,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,230009,13
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240101,255
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240101,150
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240102,347
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240102,213
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240103,493
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240103,235
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240104,481
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240104,238
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240105,386
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240105,128
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240106,358
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240106,48
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240107,75
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240107,15
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240108,99
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240108,16
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240109,234
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240109,35
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240110,562
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240110,129
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240201,850
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240201,384
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240202,922
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240202,305
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240203,406
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240203,122
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240204,1111
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240204,311
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240206,541
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240206,168
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240207,550
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240207,104
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240208,124
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240208,11
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240210,349
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240210,61
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240211,516
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240211,53
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240212,345
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240212,34
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240301,414
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240301,148
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240302,1308
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240302,382
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240304,1175
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240304,299
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240305,990
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240305,225
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240306,501
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240306,143
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240307,241
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240307,47
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240308,606
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240308,98
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240309,477
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240309,63
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240310,495
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240310,95
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,240311,798
GARFIELD,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,240311,137
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250001,400
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250001,58
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250002,504
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250002,72
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250003,627
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250003,70
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250005,786
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250005,72
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250006,275
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250006,81
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250007,354
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250007,96
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250008,383
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250008,122
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250009,739
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250009,121
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250013,258
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250013,61
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250015,477
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250015,133
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250016,503
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250016,109
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250017,312
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250017,146
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250018,840
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250018,259
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250020,699
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250020,237
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250021,11
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250021,5
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250024,598
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250024,133
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,250025,487
GARVIN,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,250025,80
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260001,498
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260001,153
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260002,683
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260002,182
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260003,610
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260003,208
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260005,303
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260005,219
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260006,461
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260006,173
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260008,436
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260008,222
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260009,584
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260009,312
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260011,331
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260011,64
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260016,129
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260016,22
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260017,226
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260017,34
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260020,265
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260020,52
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260021,243
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260021,35
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260023,135
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260023,20
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260025,381
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260025,84
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260026,183
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260026,32
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260027,325
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260027,54
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260028,749
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260028,139
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260029,979
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260029,172
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260031,397
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260031,74
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260032,718
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260032,150
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260033,208
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260033,41
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260035,124
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260035,20
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260036,1052
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260036,207
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260037,1792
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260037,317
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260038,1420
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260038,257
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260039,1020
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260039,152
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260040,1553
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260040,228
GRADY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,260041,1511
GRADY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,260041,259
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270011,107
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270011,23
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270017,258
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270017,24
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270023,468
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270023,76
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270025,237
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270025,54
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270026,226
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270026,26
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270029,184
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270029,32
GRANT,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,270030,347
GRANT,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,270030,53
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280101,342
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280101,81
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280102,405
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280102,107
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280103,27
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280103,2
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280105,84
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280105,17
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280106,80
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280106,8
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280202,352
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280202,61
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280203,149
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280203,36
GREER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,280302,43
GREER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,280302,11
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290101,34
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290101,16
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290102,259
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290102,70
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290201,156
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290201,67
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290203,20
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290203,7
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290204,21
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290204,4
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290301,115
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290301,42
HARMON,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,290302,110
HARMON,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,290302,19
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300201,526
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300201,40
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300203,113
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300203,10
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300301,227
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300301,36
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300302,54
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300302,4
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300303,106
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300303,10
HARPER,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,300402,292
HARPER,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,300402,34
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310007,225
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310007,39
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310009,86
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310009,23
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310011,138
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310011,28
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310015,300
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310015,63
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310016,299
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310016,81
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310019,378
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310019,98
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310023,410
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310023,124
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310027,555
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310027,106
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310030,331
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310030,81
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310031,617
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310031,153
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,310032,362
HASKELL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,310032,86
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320010,0
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,320010,0
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320011,394
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,320011,109
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320012,259
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,320012,83
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320016,109
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,320016,30
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320018,201
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,320018,38
HUGHES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,320019,80
