county_name,race_description,cand_name,precinct_code,cand_tot_votes
MAJOR,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,470020,114
MAJOR,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,470022,691
MAJOR,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,470022,84
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480101,550
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480101,137
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480102,282
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480102,98
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480105,278
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480105,72
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480106,187
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480106,54
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480201,231
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480201,66
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480202,228
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480202,109
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480204,461
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480204,99
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480206,298
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480206,69
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480302,345
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480302,86
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480303,604
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480303,131
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,480304,742
MARSHALL,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,480304,175
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490011,499
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490011,134
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490012,521
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490012,134
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490014,127
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490014,54
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490015,348
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490015,121
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490016,315
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490016,86
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490020,712
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490020,184
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490021,311
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490021,77
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490022,498
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490022,85
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490023,656
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490023,164
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490024,408
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490024,85
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490025,295
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490025,80
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490026,46
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490026,8
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490027,57
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490027,10
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490031,610
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490031,207
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490034,322
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490034,101
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490036,959
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490036,295
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490037,617
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490037,134
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490038,175
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490038,64
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490039,536
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490039,196
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490101,325
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490101,133
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490121,626
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490121,185
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490122,82
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490122,19
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490130,385
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490130,124
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490132,443
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490132,175
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490241,888
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490241,318
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490242,499
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490242,160
MAYES,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,490311,295
MAYES,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,490311,90
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500004,598
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500004,124
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500005,804
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500005,230
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500007,258
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500007,77
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500009,309
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500009,75
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500012,257
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500012,45
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500014,138
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500014,35
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500015,722
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500015,210
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500017,78
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500017,14
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500018,361
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500018,93
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,500020,650
MURRAY,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,500020,184
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510005,745
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510005,522
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510007,967
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510007,505
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510009,1118
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510009,498
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510011,359
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510011,229
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510013,525
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510013,282
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510017,94
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510017,277
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510021,259
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510021,500
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510022,569
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510022,422
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510023,190
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510023,660
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510028,204
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510028,254
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510033,843
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510033,266
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510036,48
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510036,127
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510037,478
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510037,220
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510038,654
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510038,396
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510040,242
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510040,65
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510041,1374
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510041,492
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510044,364
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510044,89
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510045,397
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510045,146
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510046,765
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510046,266
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510047,406
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510047,273
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510049,193
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510049,78
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510050,122
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510050,103
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510051,87
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510051,30
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510052,195
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510052,65
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510053,432
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510053,123
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510055,1348
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510055,428
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510056,118
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510056,33
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510057,23
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510057,4
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510058,362
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510058,104
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510059,564
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510059,172
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510060,151
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510060,54
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510061,263
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510061,129
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,510064,584
MUSKOGEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,510064,165
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520101,569
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520101,104
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520102,148
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520102,26
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520103,158
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520103,40
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520104,190
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520104,56
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520105,113
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520105,79
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520106,84
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520106,14
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520201,468
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520201,118
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520202,265
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520202,84
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520203,253
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520203,77
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520301,364
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520301,63
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520305,604
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520305,135
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,520307,499
NOBLE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,520307,105
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530101,430
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530101,84
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530102,499
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530102,117
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530103,201
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530103,43
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530201,261
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530201,54
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530202,285
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530202,30
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530203,433
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530203,106
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530204,205
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530204,38
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530301,473
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530301,118
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530302,235
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530302,89
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530303,195
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530303,39
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,530304,104
NOWATA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,530304,24
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540101,594
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540101,82
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540102,38
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540102,160
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540103,108
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540103,30
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540105,129
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540105,49
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540206,282
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540206,54
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540207,91
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540207,32
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540208,262
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540208,57
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540209,384
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540209,128
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540210,153
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540210,33
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540311,205
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540311,79
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540312,299
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540312,129
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540313,94
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540313,30
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,540314,161
OKFUSKEE,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,540314,80
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,550001,345
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,550001,345
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,550002,454
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,550002,212
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,550003,572
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON | TIM KAINE,550003,246
OKLAHOMA,FOR PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP | MICHAEL R. PENCE,550004,682
